 -0.677631, -0.496929, 0.542105
 -0.62402, -0.528017, 0.576018
 -0.559885, -0.559885, 0.610784
 -0.483843, -0.591364, 0.645124
 -0.395033, -0.620766, 0.677199
 -0.29361, -0.645942, 0.704664
 -0.181237, -0.664534, 0.724947
 -0.0613139, -0.674453, 0.735767
 0.0613139, -0.674453, 0.735767
 0.181237, -0.664534, 0.724947
 0.29361, -0.645942, 0.704664
 0.395033, -0.620766, 0.677199
 0.483843, -0.591364, 0.645124
 0.559885, -0.559885, 0.610784
 0.62402, -0.528017, 0.576018
 0.677631, -0.496929, 0.542105
 -0.707107, -0.424264, 0.565685
 -0.654931, -0.453413, 0.604551
 -0.591364, -0.483843, 0.645124
 -0.514496, -0.514496, 0.685994
 -0.422885, -0.54371, 0.724947
 -0.316228, -0.56921, 0.758947
 -0.196116, -0.588348, 0.784465
 -0.066519, -0.598671, 0.798228
 0.066519, -0.598671, 0.798228
 0.196116, -0.588348, 0.784465
 0.316228, -0.56921, 0.758947
 0.422885, -0.54371, 0.724947
 0.514496, -0.514496, 0.685994
 0.591364, -0.483843, 0.645124
 0.654931, -0.453413, 0.604551
 0.707107, -0.424264, 0.565685
 -0.733674, -0.342381, 0.586939
 -0.683265, -0.367912, 0.630706
 -0.620766, -0.395033, 0.677199
 -0.54371, -0.422885, 0.724947
 -0.449977, -0.449977, 0.771389
 -0.338643, -0.4741, 0.812743
 -0.211079, -0.492518, 0.844317
 -0.0717958, -0.502571, 0.86155
 0.0717958, -0.502571, 0.86155
 0.211079, -0.492518, 0.844317
 0.338643, -0.4741, 0.812743
 0.449977, -0.449977, 0.771389
 0.54371, -0.422885, 0.724947
 0.620766, -0.395033, 0.677199
 0.683265, -0.367912, 0.630706
 0.733674, -0.342381, 0.586939
 -0.755689, -0.251896, 0.604551
 -0.707107, -0.271964, 0.652714
 -0.645942, -0.29361, 0.704664
 -0.56921, -0.316228, 0.758947
 -0.4741, -0.338643, 0.812743
 -0.358979, -0.358979, 0.86155
 -0.22486, -0.374766, 0.899438
 -0.0766965, -0.383482, 0.920358
 0.0766965, -0.383482, 0.920358
 0.22486, -0.374766, 0.899438
 0.358979, -0.358979, 0.86155
 0.4741, -0.338643, 0.812743
 0.56921, -0.316228, 0.758947
 0.645942, -0.29361, 0.704664
 0.707107, -0.271964, 0.652714
 0.755689, -0.251896, 0.604551
 -0.771517, -0.154303, 0.617213
 -0.724462, -0.167183, 0.668734
 -0.664534, -0.181237, 0.724947
 -0.588348, -0.196116, 0.784465
 -0.492518, -0.211079, 0.844317
 -0.374766, -0.22486, 0.899438
 -0.235702, -0.235702, 0.942809
 -0.0805823, -0.241747, 0.966988
 0.0805823, -0.241747, 0.966988
 0.235702, -0.235702, 0.942809
 0.374766, -0.22486, 0.899438
 0.492518, -0.211079, 0.844317
 0.588348, -0.196116, 0.784465
 0.664534, -0.181237, 0.724947
 0.724462, -0.167183, 0.668734
 0.771517, -0.154303, 0.617213
 -0.779813, -0.0519875, 0.62385
 -0.733632, -0.0564333, 0.677199
 -0.674453, -0.0613139, 0.735767
 -0.598671, -0.066519, 0.798228
 -0.502571, -0.0717958, 0.86155
 -0.383482, -0.0766965, 0.920358
 -0.241747, -0.0805823, 0.966988
 -0.0827606, -0.0827606, 0.993127
 0.0827606, -0.0827606, 0.993127
 0.241747, -0.0805823, 0.966988
 0.383482, -0.0766965, 0.920358
 0.502571, -0.0717958, 0.86155
 0.598671, -0.066519, 0.798228
 0.674453, -0.0613139, 0.735767
 0.733632, -0.0564333, 0.677199
 0.779813, -0.0519875, 0.62385
 -0.779813, 0.0519875, 0.62385
 -0.733632, 0.0564333, 0.677199
 -0.674453, 0.0613139, 0.735767
 -0.598671, 0.066519, 0.798228
 -0.502571, 0.0717958, 0.86155
 -0.383482, 0.0766965, 0.920358
 -0.241747, 0.0805823, 0.966988
 -0.0827606, 0.0827606, 0.993127
 0.0827606, 0.0827606, 0.993127
 0.241747, 0.0805823, 0.966988
 0.383482, 0.0766965, 0.920358
 0.502571, 0.0717958, 0.86155
 0.598671, 0.066519, 0.798228
 0.674453, 0.0613139, 0.735767
 0.733632, 0.0564333, 0.677199
 0.779813, 0.0519875, 0.62385
 -0.771517, 0.154303, 0.617213
 -0.724462, 0.167183, 0.668734
 -0.664534, 0.181237, 0.724947
 -0.588348, 0.196116, 0.784465
 -0.492518, 0.211079, 0.844317
 -0.374766, 0.22486, 0.899438
 -0.235702, 0.235702, 0.942809
 -0.0805823, 0.241747, 0.966988
 0.0805823, 0.241747, 0.966988
 0.235702, 0.235702, 0.942809
 0.374766, 0.22486, 0.899438
 0.492518, 0.211079, 0.844317
 0.588348, 0.196116, 0.784465
 0.664534, 0.181237, 0.724947
 0.724462, 0.167183, 0.668734
 0.771517, 0.154303, 0.617213
 -0.755689, 0.251896, 0.604551
 -0.707107, 0.271964, 0.652714
 -0.645942, 0.29361, 0.704664
 -0.56921, 0.316228, 0.758947
 -0.4741, 0.338643, 0.812743
 -0.358979, 0.358979, 0.86155
 -0.22486, 0.374766, 0.899438
 -0.0766965, 0.383482, 0.920358
 0.0766965, 0.383482, 0.920358
 0.22486, 0.374766, 0.899438
 0.358979, 0.358979, 0.86155
 0.4741, 0.338643, 0.812743
 0.56921, 0.316228, 0.758947
 0.645942, 0.29361, 0.704664
 0.707107, 0.271964, 0.652714
 0.755689, 0.251896, 0.604551
 -0.733674, 0.342381, 0.586939
 -0.683265, 0.367912, 0.630706
 -0.620766, 0.395033, 0.677199
 -0.54371, 0.422885, 0.724947
 -0.449977, 0.449977, 0.771389
 -0.338643, 0.4741, 0.812743
 -0.211079, 0.492518, 0.844317
 -0.0717958, 0.502571, 0.86155
 0.0717958, 0.502571, 0.86155
 0.211079, 0.492518, 0.844317
 0.338643, 0.4741, 0.812743
 0.449977, 0.449977, 0.771389
 0.54371, 0.422885, 0.724947
 0.620766, 0.395033, 0.677199
 0.683265, 0.367912, 0.630706
 0.733674, 0.342381, 0.586939
 -0.707107, 0.424264, 0.565685
 -0.654931, 0.453413, 0.604551
 -0.591364, 0.483843, 0.645124
 -0.514496, 0.514496, 0.685994
 -0.422885, 0.54371, 0.724947
 -0.316228, 0.56921, 0.758947
 -0.196116, 0.588348, 0.784465
 -0.066519, 0.598671, 0.798228
 0.066519, 0.598671, 0.798228
 0.196116, 0.588348, 0.784465
 0.316228, 0.56921, 0.758947
 0.422885, 0.54371, 0.724947
 0.514496, 0.514496, 0.685994
 0.591364, 0.483843, 0.645124
 0.654931, 0.453413, 0.604551
 0.707107, 0.424264, 0.565685
 -0.677631, 0.496929, 0.542105
 -0.62402, 0.528017, 0.576018
 -0.559885, 0.559885, 0.610784
 -0.483843, 0.591364, 0.645124
 -0.395033, 0.620766, 0.677199
 -0.29361, 0.645942, 0.704664
 -0.181237, 0.664534, 0.724947
 -0.0613139, 0.674453, 0.735767
 0.0613139, 0.674453, 0.735767
 0.181237, 0.664534, 0.724947
 0.29361, 0.645942, 0.704664
 0.395033, 0.620766, 0.677199
 0.483843, 0.591364, 0.645124
 0.559885, 0.559885, 0.610784
 0.62402, 0.528017, 0.576018
 0.677631, 0.496929, 0.542105
